,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
270,DODGE Durango,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,14,19,15,3,no
271,DODGE Durango,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,13,17,15,3,no
272,DODGE Durango,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,no
273,DODGE Durango,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,18,15,3,no
274,DODGE Magnum,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,17,24,20,6,yes
275,DODGE Magnum,3.5,6,Auto-L4,2WD,Gasoline,SUV,7,17,24,20,6,yes
276,DODGE Magnum,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15,22,18,5,no
277,DODGE Magnum,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18,26,21,6,no
278,DODGE Magnum,6.1,8,Auto-L5,2WD,Gasoline,SUV,6,13,18,15,3,no
279,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16,22,18,5,no
280,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15,21,17,4,no
281,DODGE Nitro,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16,22,18,5,no
282,DODGE Nitro,3.7,6,Man-6,2WD,Gasoline,SUV,6,16,22,19,5,no
283,DODGE Nitro,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15,21,17,4,no
284,DODGE Nitro,3.7,6,Man-6,4WD,Gasoline,SUV,6,16,22,18,5,no
285,DODGE Nitro,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16,21,18,5,no
286,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,7,14,19,16,4,no
287,DODGE RAM 1500,4.7,8,Auto-L5,2WD,Gasoline,pickup,7,13,18,15,3,no
288,DODGE RAM 1500,4.7,8,Auto-L5,4WD,Gasoline,pickup,7,13,17,15,3,no
289,DODGE RAM 1500,3.7,6,Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,no
290,DODGE RAM 1500,3.7,6,Man-6,2WD,Gasoline,pickup,6,16,19,17,4,no
291,DODGE RAM 1500,4.7,8,Man-6,2WD,Gasoline,pickup,6,13,17,14,2,no
292,DODGE RAM 1500,4.7,8,Man-6,4WD,Gasoline,pickup,6,12,16,14,2,no
293,DODGE RAM 1500,5.7,8,Auto-L5,2WD,Gasoline,pickup,6,13,19,15,3,no
294,DODGE RAM 1500,5.7,8,Auto-L5,4WD,Gasoline,pickup,6,13,17,14,2,no
295,DODGE Viper,8.4,10,Man-6,2WD,Gasoline,small car,6,13,22,16,4,no
296,DODGE Viper Convertible,8.4,10,Man-6,2WD,Gasoline,small car,6,13,22,16,4,no
297,FERRARI 599 GTB Fiorano,5.9,12,Auto-6,2WD,Gasoline,small car,6,11,15,12,0,no
298,FERRARI 599 GTB Fiorano,5.9,12,Man-6,2WD,Gasoline,small car,6,11,15,12,0,no
299,FERRARI 612 Scaglietti,5.7,12,Auto-6,2WD,Gasoline,midsize car,6,9,16,11,0,no
300,FERRARI 612 Scaglietti,5.7,12,Man-6,2WD,Gasoline,midsize car,6,10,15,12,0,no
301,FORD Edge,3.5,6,Auto-L6,2WD,Gasoline,SUV,7,16,24,19,5,no
302,FORD Edge,3.5,6,Auto-L6,4WD,Gasoline,SUV,7,15,22,18,5,no
303,FORD Escape,2.3,4,Man-5,2WD,Gasoline,SUV,7,22,28,24,7,yes
304,FORD Escape,2.3,4,Auto-L4,2WD,Gasoline,SUV,6,20,26,22,6,no
305,FORD Escape,2.3,4,Auto-L4,4WD,Gasoline,SUV,6,19,24,21,6,no
306,FORD Escape,3.0,6,Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no
307,FORD Escape,3.0,6,Auto-L4,4WD,Gasoline,SUV,6,17,22,19,5,no
308,FORD Escape Hybrid,2.3,4,Auto-AV,2WD,Gasoline,SUV,9.5,34,30,32,9,yes
309,FORD Escape Hybrid,2.3,4,Auto-AV,4WD,Gasoline,SUV,9.5,29,27,28,8,yes
310,FORD Expedition,5.4,8,Auto-L6,2WD,Gasoline,SUV,7,12,18,14,2,no
311,FORD Explorer,4.0,6,Auto-L5,2WD,Gasoline,SUV,7,14,20,16,4,no
312,FORD Explorer,4.0,6,Auto-L5,4WD,Gasoline,SUV,7,13,19,15,3,no
313,FORD Explorer,4.6,8,Auto-L6,2WD,Gasoline,SUV,7,13,20,16,4,no
314,FORD Explorer,4.6,8,Auto-L6,4WD,Gasoline,SUV,7,13,19,15,3,no
315,FORD Explorer Sport Trac,4.0,6,Auto-L5,2WD,Gasoline,pickup,7,14,20,16,4,no
316,FORD Explorer Sport Trac,4.0,6,Auto-L5,4WD,Gasoline,pickup,7,13,19,15,3,no
317,FORD Explorer Sport Trac,4.6,8,Auto-L6,2WD,Gasoline,pickup,7,13,20,16,4,no
318,FORD Explorer Sport Trac,4.6,8,Auto-L6,4WD,Gasoline,pickup,7,13,19,15,3,no
319,FORD F150,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,13,17,14,2,no
320,FORD F150,5.4,8,Auto-L4,4WD,Gasoline,pickup,7,13,17,14,2,no
321,FORD F150,4.2,6,Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,no
322,FORD F150,4.2,6,Man-5,2WD,Gasoline,pickup,6,14,20,16,4,no
323,FORD F150,4.6,8,Auto-L4,2WD,Gasoline,pickup,6,14,19,16,4,no
324,FORD F150,4.6,8,Auto-L4,4WD,Gasoline,pickup,6,13,17,14,2,no
325,FORD F150 STX SE,5.4,8,Auto-L4,2WD,Gasoline,pickup,7,14,19,15,3,no
326,FORD Focus,2.0,4,Auto-L4,2WD,Gasoline,small car,9.5,24,33,28,8,yes
327,FORD Focus,2.0,4,Man-5,2WD,Gasoline,small car,9.5,24,35,28,8,yes
328,FORD Fusion,2.3,4,Auto-L5,2WD,Gasoline,midsize car,9.5,20,28,23,7,yes
329,FORD Fusion,3.0,6,Auto-L6,4WD,Gasoline,midsize car,7,17,25,20,6,yes
330,FORD Fusion,3.0,6,Auto-L6,2WD,Gasoline,midsize car,7,18,26,21,6,yes
331,FORD Mustang,4.0,6,Auto-L5,2WD,Gasoline,small car,7,16,24,19,5,no
332,FORD Mustang,4.0,6,Man-5,2WD,Gasoline,small car,7,17,26,20,6,yes
333,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,7,15,22,18,5,no
334,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,7,15,23,18,5,no
335,FORD Mustang,4.6,8,Auto-L5,2WD,Gasoline,small car,6,15,22,18,5,no
336,FORD Mustang,4.6,8,Man-5,2WD,Gasoline,small car,6,15,23,18,5,no
337,FORD Mustang,5.4,8,Man-6,2WD,Gasoline,small car,6,14,20,16,4,no
338,FORD Ranger,2.3,4,Auto-L5,2WD,Gasoline,pickup,7,19,24,21,6,yes
339,FORD Ranger,2.3,4,Man-5,2WD,Gasoline,pickup,7,21,26,23,7,yes
340,FORD Ranger,3.0,6,Auto-L5,2WD,Gasoline,pickup,7,15,20,17,4,no
341,FORD Ranger,3.0,6,Man-5,2WD,Gasoline,pickup,7,16,22,18,5,no
342,FORD Ranger,3.0,6,Auto-L5,4WD,Gasoline,pickup,7,14,19,16,4,no
343,FORD Ranger,3.0,6,Man-5,4WD,Gasoline,pickup,7,15,20,17,4,no
344,FORD Ranger,4.0,6,Man-5,2WD,Gasoline,pickup,6,15,20,17,4,no
345,FORD Ranger,4.0,6,Auto-L5,2WD,Gasoline,pickup,6,15,20,17,4,no
346,FORD Ranger,4.0,6,Auto-L5,4WD,Gasoline,pickup,6,14,17,15,3,no
347,FORD Ranger,4.0,6,Man-5,4WD,Gasoline,pickup,6,15,19,16,4,no
348,FORD Taurus,3.5,6,Auto-L6,4WD,Gasoline,large car,9.5,17,24,19,5,no
349,FORD Taurus,3.5,6,Auto-L6,2WD,Gasoline,large car,9.5,18,28,22,6,yes
350,FORD Taurus X,3.5,6,Auto-L6,2WD,Gasoline,SUV,9.5,16,24,19,5,no
351,FORD Taurus X,3.5,6,Auto-L6,4WD,Gasoline,SUV,9.5,15,22,18,5,no
352,GMC Acadia,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no
353,GMC Acadia,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no
354,GMC Envoy,5.3,8,Auto-L4,2WD,Gasoline,SUV,6,14,20,17,4,no
355,GMC Envoy,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,no
356,GMC Savana 1500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15,20,17,4,no
357,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,12,16,14,2,no
358,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no
359,GMC Savana 1500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13,17,15,3,no
360,GMC Savana 1500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14,18,15,3,no
361,GMC Savana 2500,4.3,6,Auto-L4,2WD,Gasoline,van,6,15,20,17,4,no
362,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,12,16,14,2,no
363,GMC Savana 2500,5.3,8,Auto-L4,4WD,Gasoline,van,6,13,17,15,3,no
364,GMC Savana 2500,5.3,8,Auto-L4,2WD,Gasoline,van,6,14,18,15,3,no
365,GMC Sierra 15,4.3,6,Auto-L4,2WD,Gasoline,pickup,6,15,20,17,4,no
366,GMC Sierra 15,4.3,6,Auto-L4,4WD,Gasoline,pickup,6,14,18,15,3,no
367,GMC Sierra 15,6.0,8,Auto-L4,2WD,Gasoline,pickup,6,13,18,15,3,no
368,GMC Sierra 15,6.2,8,Auto-L6,2WD,Gasoline,pickup,6,12,19,15,3,no
369,GMC Sierra 15,6.2,8,Auto-L6,4WD,Gasoline,pickup,6,12,18,14,2,no
370,GMC Yukon 1500,6.0,8,Auto-L4,2WD,Gasoline,SUV,6,12,17,14,2,no
371,GMC Yukon 1500,6.2,8,Auto-L6,2WD,Gasoline,SUV,6,12,19,14,2,no
372,GMC Yukon 1500,6.2,8,Auto-L6,4WD,Gasoline,SUV,6,12,18,14,2,no
373,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,2WD,Gasoline,SUV,6,21,22,21,6,no
374,GMC Yukon 1500 Hybrid,6.0,8,Auto-AV,4WD,Gasoline,SUV,6,20,20,20,6,no
375,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,large car,9.5,21,31,24,7,yes
376,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,small car,9.5,21,30,24,7,yes
377,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,large car,9.5,19,29,22,6,yes
378,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,small car,9.5,19,28,22,6,yes
379,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,large car,7,21,31,24,7,yes
380,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,large car,7,22,31,25,7,yes
381,HONDA Accord,2.4,4,Auto-L5,2WD,Gasoline,small car,7,21,30,24,7,yes
382,HONDA Accord,2.4,4,Man-5,2WD,Gasoline,small car,7,22,31,25,7,yes
383,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,large car,7,19,29,22,6,yes
384,HONDA Accord,3.5,6,Man-6,2WD,Gasoline,small car,7,17,25,20,6,yes
385,HONDA Accord,3.5,6,Auto-L5,2WD,Gasoline,small car,7,19,28,22,6,yes
386,HONDA CR-V,2.4,4,Auto-L5,2WD,Gasoline,SUV,7,20,27,23,7,yes
387,HONDA CR-V,2.4,4,Auto-L5,4WD,Gasoline,SUV,7,20,26,22,6,yes
388,HONDA Civic,1.8,4,Auto-L5,2WD,CNG,small car,9.5,24,36,28,9,yes
389,HONDA Civic,1.8,4,Auto-L5,2WD,Gasoline,small car,7,25,36,29,8,yes
390,HONDA Civic,1.8,4,Man-5,2WD,Gasoline,small car,7,26,34,29,8,yes
391,HONDA Civic,2.0,4,Man-6,2WD,Gasoline,small car,6,21,29,24,7,yes
392,HONDA Civic Hybrid,1.3,4,Auto-AV,2WD,Gasoline,small car,9.5,40,45,42,10,yes
393,HONDA Element,2.4,4,Man-5,2WD,Gasoline,SUV,6,18,23,20,6,no
394,HONDA Element,2.4,4,Auto-L5,2WD,Gasoline,SUV,6,20,25,22,6,no
395,HONDA Element,2.4,4,Man-5,4WD,Gasoline,SUV,6,18,23,20,6,no
396,HONDA Element,2.4,4,Auto-L5,4WD,Gasoline,SUV,6,19,24,21,6,no
397,HONDA Fit,1.5,4,Auto-S5,2WD,Gasoline,station wagon,6,27,33,29,8,yes
398,HONDA Fit,1.5,4,Auto-L5,2WD,Gasoline,station wagon,6,27,34,30,8,yes
399,HONDA Fit,1.5,4,Man-5,2WD,Gasoline,station wagon,6,28,34,31,9,yes
400,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,no
401,HONDA Odyssey,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17,25,20,6,no
402,HONDA Pilot,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,16,22,18,5,no
403,HONDA Pilot,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,15,20,17,4,no
404,HONDA Ridgeline,3.5,6,Auto-L5,4WD,Gasoline,pickup,7,15,20,17,4,no
405,HONDA S2000,2.2,4,Man-6,2WD,Gasoline,small car,6,18,25,21,6,no
406,HUMMER H3,3.7,5,Man-5,4WD,Gasoline,SUV,6,13,18,15,3,no
407,HUMMER H3,3.7,5,Auto-L4,4WD,Gasoline,SUV,6,14,18,15,3,no
408,HYUNDAI Accent,1.6,4,Auto-L4,2WD,Gasoline,small car,7,24,33,28,8,yes
409,HYUNDAI Accent,1.6,4,Man-5,2WD,Gasoline,small car,7,27,32,29,8,yes
410,HYUNDAI Azera,3.3,6,Auto-L5,2WD,Gasoline,large car,7,18,26,21,6,yes
411,HYUNDAI Azera,3.8,6,Auto-L5,2WD,Gasoline,large car,7,17,26,20,6,yes
412,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,9.5,25,33,28,8,yes
413,HYUNDAI Elantra,2.0,4,Man-5,2WD,Gasoline,midsize car,7,24,33,27,8,yes
414,HYUNDAI Elantra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,7,25,33,28,8,yes
415,HYUNDAI Entourage,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,no
416,HYUNDAI Santa Fe,2.7,6,Man-5,2WD,Gasoline,SUV,7,17,24,20,6,yes
417,HYUNDAI Santa Fe,2.7,6,Auto-L4,2WD,Gasoline,SUV,7,18,24,20,6,yes
418,HYUNDAI Santa Fe,2.7,6,Auto-L4,4WD,Gasoline,SUV,7,17,23,19,5,no
419,HYUNDAI Santa Fe,2.7,6,Man-5,4WD,Gasoline,SUV,7,17,23,19,5,no
420,HYUNDAI Santa Fe,3.3,6,Auto-L5,2WD,Gasoline,SUV,7,17,24,20,6,yes
421,HYUNDAI Santa Fe,3.3,6,Auto-L5,4WD,Gasoline,SUV,7,17,24,19,5,no
422,HYUNDAI Sonata,2.4,4,Auto-L4,2WD,Gasoline,large car,7,21,30,24,7,yes
423,HYUNDAI Sonata,2.4,4,Man-5,2WD,Gasoline,large car,7,21,31,25,7,yes
424,HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,large car,7,19,28,22,6,yes
425,HYUNDAI Tiburon,2.0,4,Auto-L4,2WD,Gasoline,small car,7,20,27,22,6,yes
426,HYUNDAI Tiburon,2.0,4,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
427,HYUNDAI Tiburon,2.7,6,Man-6,2WD,Gasoline,small car,6,16,24,19,5,no
428,HYUNDAI Tiburon,2.7,6,Auto-L4,2WD,Gasoline,small car,6,17,24,20,6,no
429,HYUNDAI Tiburon,2.7,6,Man-5,2WD,Gasoline,small car,6,17,24,20,6,no
430,HYUNDAI Tucson,2.0,4,Auto-L4,2WD,Gasoline,SUV,7,19,25,22,6,yes
431,HYUNDAI Tucson,2.0,4,Man-5,2WD,Gasoline,SUV,7,20,25,22,6,yes
432,HYUNDAI Tucson,2.0,4,Man-5,4WD,Gasoline,SUV,7,19,24,21,6,yes
433,HYUNDAI Tucson,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,18,24,20,6,no
434,HYUNDAI Tucson,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17,23,19,5,no
435,HYUNDAI Veracruz,3.8,6,Auto-L6,2WD,Gasoline,SUV,6,16,23,18,5,no
436,HYUNDAI Veracruz,3.8,6,Auto-L6,4WD,Gasoline,SUV,6,15,22,18,5,no
437,INFINITI FX35,3.5,6,Auto-S5,2WD,Gasoline,SUV,6,15,22,18,5,no
438,INFINITI FX35,3.5,6,Auto-S5,4WD,Gasoline,SUV,6,15,20,17,4,no
439,INFINITI FX45,4.5,8,Auto-S5,4WD,Gasoline,SUV,6,13,17,14,2,no
440,INFINITI G35,3.5,6,Auto-S5,2WD,Gasoline,midsize car,7,17,24,20,6,yes
441,INFINITI G35,3.5,6,Man-6,2WD,Gasoline,midsize car,7,17,25,20,6,yes
442,INFINITI G35X,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7,17,23,19,5,no
443,INFINITI G37,3.7,6,Man-6,2WD,Gasoline,small car,7,17,26,20,6,yes
444,INFINITI G37,3.7,6,Auto-S5,2WD,Gasoline,small car,7,18,24,20,6,yes
445,INFINITI M35,3.5,6,Auto-S5,2WD,Gasoline,large car,6,16,23,19,5,no
446,INFINITI M35X,3.5,6,Auto-S5,4WD,Gasoline,large car,6,16,22,18,5,no
447,INFINITI M45,4.5,8,Auto-S5,2WD,Gasoline,large car,6,16,21,18,5,no
448,INFINITI M45X,4.5,8,Auto-S5,4WD,Gasoline,large car,6,14,20,16,4,no
449,INFINITI QX56,5.6,8,Auto-L5,2WD,Gasoline,SUV,6,12,18,14,2,no
450,INFINITI QX56,5.6,8,Auto-L5,4WD,Gasoline,SUV,6,12,17,14,2,no
451,JEEP Commander,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,14,19,16,4,no
452,JEEP Commander,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,14,19,16,4,no
453,JEEP Commander,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14,19,15,3,no
454,JEEP Commander,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,18,14,2,no
455,JEEP Commander,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,no
456,JEEP Commander,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,17,14,2,no
457,JEEP Compass,2.4,4,Man-5,2WD,Gasoline,SUV,7,23,28,25,7,yes
458,JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,21,24,22,6,yes
459,JEEP Compass,2.4,4,Man-5,4WD,Gasoline,SUV,7,22,27,24,7,yes
460,JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,SUV,6,15,20,17,4,no
461,JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,SUV,6,15,19,17,4,no
462,JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,SUV,6,14,19,15,3,no
463,JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,SUV,6,14,19,15,3,no
464,JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,SUV,6,13,19,15,3,no
465,JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,SUV,6,13,18,15,3,no
466,JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,SUV,6,11,14,12,0,no
467,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,7,16,22,18,5,no
468,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,7,15,21,17,4,no
469,JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,6,16,22,18,5,no
470,JEEP Liberty,3.7,6,Man-6,2WD,Gasoline,SUV,6,16,22,19,5,no
471,JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,6,15,21,17,4,no
472,JEEP Liberty,3.7,6,Man-6,4WD,Gasoline,SUV,6,16,22,18,5,no
473,JEEP Patriot,2.4,4,Man-5,2WD,Gasoline,SUV,7,23,28,25,7,yes
474,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,20,22,21,6,yes
475,JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7,21,24,22,6,yes
476,JEEP Patriot,2.4,4,Man-5,4WD,Gasoline,SUV,7,22,27,24,7,yes
477,JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,SUV,7,15,20,17,4,no
478,JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,SUV,7,16,21,18,5,no
479,JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,SUV,7,15,19,16,4,no
480,JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,SUV,7,15,19,17,4,no
481,KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,large car,7,17,24,19,5,no
482,KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7,21,31,25,7,yes
483,KIA Optima,2.4,4,Man-5,2WD,Gasoline,midsize car,7,21,31,25,7,yes
484,KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,small car,7,25,35,29,8,yes
485,KIA Rio,1.6,4,Man-5,2WD,Gasoline,small car,7,27,32,29,8,yes
486,KIA Rondo,2.4,4,Auto-L4,2WD,Gasoline,station wagon,7,19,26,22,6,yes
487,KIA Rondo,2.7,6,Auto-L5,2WD,Gasoline,station wagon,7,18,26,21,6,yes
488,KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,minivan,7,16,23,18,5,no
489,KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6,15,21,17,4,no
490,KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6,15,20,17,4,no
491,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,9.5,24,32,27,8,yes
492,KIA Spectra,2.0,4,Man-5,2WD,Gasoline,midsize car,7,23,30,26,8,yes
493,KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,7,24,32,27,8,yes
494,KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7,19,25,21,6,yes
495,KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7,20,25,22,6,yes
496,KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7,19,24,21,6,yes
497,KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,SUV,6,17,23,20,6,no
498,KIA Sportage,2.7,6,Auto-L4,4WD,Gasoline,SUV,6,17,21,19,5,no
499,LAMBORGHINI Gallardo Coupe,5.0,10,Man-6,4WD,Gasoline,small car,6,10,17,13,1,no
500,LAMBORGHINI Gallardo Coupe,5.0,10,Auto-S6,4WD,Gasoline,small car,6,11,17,13,1,no
501,LAMBORGHINI Gallardo Spyder,5.0,10,Man-6,4WD,Gasoline,small car,6,10,15,12,0,no
502,LAMBORGHINI Gallardo Spyder,5.0,10,Auto-S6,4WD,Gasoline,small car,6,10,16,12,0,no
503,LAMBORGHINI Murcielago,6.5,12,Man-6,4WD,Gasoline,small car,6,8,13,10,0,no
504,LAMBORGHINI Murcielago,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no
505,LAMBORGHINI Murcielago Reventon,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no
506,LAMBORGHINI Murcielago Roadster,6.5,12,Man-6,4WD,Gasoline,small car,6,8,13,10,0,no
507,LAMBORGHINI Murcielago Roadster,6.5,12,Auto-S6,4WD,Gasoline,small car,6,9,14,11,0,no
508,LAND ROVER LR2,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,16,23,18,5,no
509,LAND ROVER LR3,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12,17,14,2,no
510,LAND ROVER Range Rover,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no
511,LAND ROVER Range Rover,4.4,8,Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no
512,LAND ROVER Range Rover Sport,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,12,18,15,3,no
513,LAND ROVER Range Rover Sport,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,18,14,2,no
514,LEXUS ES 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19,27,22,6,yes
515,LEXUS GS 350,3.5,6,Auto-S6,4WD,Gasoline,midsize car,7,18,25,20,6,yes
516,LEXUS GS 350,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19,27,22,6,yes
517,LEXUS GS 450h,3.5,6,Auto-S6,2WD,Gasoline,small car,9,22,25,23,7,yes
518,LEXUS GS 460,4.6,8,S8,2WD,Gasoline,midsize car,7,17,24,20,6,yes
519,LEXUS GX 470,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14,18,15,3,no
520,LEXUS IS 250,2.5,6,Man-6,2WD,Gasoline,small car,7,18,26,21,6,yes
521,LEXUS IS 250,2.5,6,Auto-S6,4WD,Gasoline,small car,7,20,26,22,6,yes
522,LEXUS IS 250,2.5,6,Auto-S6,2WD,Gasoline,small car,7,21,29,24,7,yes
523,LEXUS IS 350,3.5,6,Auto-S6,2WD,Gasoline,small car,7,18,25,20,6,yes
524,LEXUS LS 460,4.6,8,S8,2WD,Gasoline,midsize car,7,16,24,19,5,no
525,LEXUS LS 460 L,4.6,8,S8,2WD,Gasoline,midsize car,7,16,24,19,5,no
526,LEXUS LS 600HL,5.0,8,S8,4WD,Gasoline,midsize car,9,20,22,21,6,yes
527,LEXUS LX 570,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,12,18,14,2,no
528,LEXUS RX 350,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,18,23,20,6,yes
529,LEXUS RX 350,3.5,6,Auto-S5,2WD,Gasoline,SUV,7,18,23,20,6,yes
530,LEXUS RX 350,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,17,22,19,5,no
