,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
784,SAAB 9-3 Sport Sedan,2.8,6,Man-6,2WD,Gasoline,small car,6,16,26,19,5,no
785,SAAB 9-3 Sportcombi,2.0,4,Auto-S5,2WD,Gasoline,station wagon,6,18,24,20,6,no
786,SAAB 9-3 Sportcombi,2.0,4,Man-6,2WD,Gasoline,station wagon,6,19,29,23,7,yes
787,SAAB 9-3 Sportcombi,2.8,6,Auto-S6,2WD,Gasoline,station wagon,6,15,24,18,5,no
788,SAAB 9-3 Sportcombi,2.8,6,Man-6,2WD,Gasoline,station wagon,6,16,26,19,5,no
789,SAAB 9-5,2.3,4,Auto-S5,2WD,Gasoline,midsize car,6,17,26,20,6,no
790,SAAB 9-5,2.3,4,Man-5,2WD,Gasoline,midsize car,6,18,28,21,6,no
791,SAAB 9-5 Sportcombi,2.3,4,Auto-S5,2WD,Gasoline,station wagon,6,17,26,20,6,no
792,SAAB 9-5 Sportcombi,2.3,4,Man-5,2WD,Gasoline,station wagon,6,18,28,21,6,no
793,SAAB 9-7X,5.3,8,Auto-L4,4WD,Gasoline,SUV,6,13,19,16,4,no
794,SAAB 9-7X,6.0,8,Auto-L4,4WD,Gasoline,SUV,6,12,16,13,1,no
795,SALEEN S281,5.0,8,Man-6,2WD,Gasoline,small car,6,12,18,14,2,no
796,SATURN Aura,3.5,6,Auto-L4,2WD,Gasoline,midsize car,7,18,29,22,6,yes
797,SATURN Aura,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,22,30,25,7,yes
798,SATURN Aura,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,no
799,SATURN Aura Hybrid,2.4,4,Auto-L4,2WD,Gasoline,midsize car,6,24,32,27,8,yes
800,SATURN Outlook,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,24,19,5,no
801,SATURN Outlook,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no
802,SATURN Sky,2.0,4,Auto-L5,2WD,Gasoline,small car,6,19,26,21,6,no
803,SATURN Sky,2.0,4,Man-5,2WD,Gasoline,small car,6,19,28,22,6,no
804,SATURN Sky,2.4,4,Auto-L5,2WD,Gasoline,small car,6,19,24,21,6,no
805,SATURN Sky,2.4,4,Man-5,2WD,Gasoline,small car,6,19,25,21,6,no
806,SATURN Vue,3.5,6,Auto-L6,4WD,Gasoline,SUV,6,15,22,17,4,no
807,SATURN Vue,3.6,6,Auto-L6,2WD,Gasoline,SUV,6,16,23,19,5,no
808,SATURN Vue,3.6,6,Auto-S6,2WD,Gasoline,SUV,6,16,24,19,5,no
809,SATURN Vue,3.6,6,Auto-L6,4WD,Gasoline,SUV,6,16,22,18,5,no
810,SATURN Vue,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,16,22,18,5,no
811,SHELBY Mustang GT,4.6,8,Man-5,2WD,Gasoline,small car,6,15,22,17,4,no
812,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,9.5,20,26,22,6,yes
813,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,20,27,22,6,yes
814,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6,18,23,20,6,no
815,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,19,25,21,6,no
816,SUBARU Forester,2.5,4,Auto-L4,4WD,Gasoline,SUV,6,20,26,22,6,no
817,SUBARU Forester,2.5,4,Man-5,4WD,Gasoline,SUV,6,20,27,22,6,no
818,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,19,25,21,6,no
819,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,25,22,6,no
820,SUBARU Impreza,2.5,4,Man-5,4WD,Gasoline,small car,6,20,27,22,6,no
821,SUBARU Impreza,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,no
822,SUBARU Impreza Wagon,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17,23,19,5,no
823,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19,25,21,6,no
824,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,25,22,6,no
825,SUBARU Impreza Wagon,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20,27,22,6,no
826,SUBARU Impreza Wagon,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,27,22,6,no
827,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,9.5,20,27,22,6,yes
828,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,9.5,20,27,22,6,yes
829,SUBARU Legacy,2.5,4,Man-6,4WD,Gasoline,small car,6,17,24,20,6,no
830,SUBARU Legacy,2.5,4,Auto-S5,4WD,Gasoline,small car,6,18,24,20,6,no
831,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,19,25,21,6,no
832,SUBARU Legacy,2.5,4,Man-5,4WD,Gasoline,small car,6,20,27,22,6,no
833,SUBARU Legacy,2.5,4,Auto-S4,4WD,Gasoline,small car,6,20,27,22,6,no
834,SUBARU Legacy,3.0,6,Auto-S5,4WD,Gasoline,small car,6,17,24,20,6,no
835,SUBARU Outback Sport,2.5,4,Man-6,4WD,Gasoline,station wagon,6,17,23,19,5,no
836,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,19,25,21,6,no
837,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,25,22,6,no
838,SUBARU Outback Sport,2.5,4,Man-5,4WD,Gasoline,station wagon,6,20,27,22,6,no
839,SUBARU Outback Sport,2.5,4,Auto-S4,4WD,Gasoline,station wagon,6,20,27,22,6,no
840,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,9.5,19,26,22,6,yes
841,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,9.5,20,26,22,6,yes
842,SUBARU Outback Wagon,2.5,4,Auto-S5,4WD,Gasoline,SUV,6,18,24,20,6,no
843,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,18,24,20,6,no
844,SUBARU Outback Wagon,2.5,4,Man-5,4WD,Gasoline,SUV,6,19,26,22,6,no
845,SUBARU Outback Wagon,2.5,4,Auto-S4,4WD,Gasoline,SUV,6,20,26,22,6,no
846,SUBARU Outback Wagon,3.0,6,Auto-S5,4WD,Gasoline,SUV,6,17,24,20,6,no
847,SUBARU Tribeca,3.6,6,Auto-S5,4WD,Gasoline,SUV,6,16,21,18,5,no
848,SUZUKI Grand Vitara,2.7,6,Man-5,2WD,Gasoline,SUV,6,16,22,18,5,no
849,SUZUKI Grand Vitara,2.7,6,Auto-L5,2WD,Gasoline,SUV,6,17,22,19,5,no
850,SUZUKI Grand Vitara,2.7,6,Man-5,4WD,Gasoline,SUV,6,16,21,18,5,no
851,SUZUKI Grand Vitara,2.7,6,Auto-L5,4WD,Gasoline,SUV,6,17,21,19,5,no
852,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,small car,6,22,30,25,7,yes
853,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,small car,6,23,31,26,8,yes
854,SUZUKI SX4,2.0,4,Man-5,4WD,Gasoline,station wagon,6,21,28,24,7,yes
855,SUZUKI SX4,2.0,4,Auto-L4,4WD,Gasoline,station wagon,6,21,28,24,7,yes
856,SUZUKI SX4,2.0,4,Man-5,2WD,Gasoline,station wagon,6,22,30,25,7,yes
857,SUZUKI SX4,2.0,4,Auto-L4,2WD,Gasoline,station wagon,6,22,30,25,7,yes
858,TOYOTA 4Runner,4.7,8,Auto-L5,2WD,Gasoline,SUV,7,15,19,17,4,no
859,TOYOTA 4Runner,4.7,8,Auto-L5,4WD,Gasoline,SUV,7,14,17,15,3,no
860,TOYOTA 4Runner,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16,21,18,5,no
861,TOYOTA 4Runner,4.0,6,Auto-L5,4WD,Gasoline,SUV,6,16,20,17,4,no
862,TOYOTA Avalon,3.5,6,Auto-S6,2WD,Gasoline,large car,7,19,28,22,6,yes
863,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,9.5,21,31,25,7,yes
864,TOYOTA Camry,2.4,4,Man-5,2WD,Gasoline,midsize car,7,21,31,25,7,yes
865,TOYOTA Camry,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7,21,31,25,7,yes
866,TOYOTA Camry,3.5,6,Auto-S6,2WD,Gasoline,midsize car,7,19,28,22,6,yes
867,TOYOTA Camry Hybrid,2.4,4,Auto-AV,2WD,Gasoline,midsize car,9.5,33,34,34,9,yes
868,TOYOTA Corolla,1.8,4,Auto-L4,2WD,Gasoline,small car,7,26,35,29,8,yes
869,TOYOTA Corolla,1.8,4,Man-5,2WD,Gasoline,small car,7,28,37,31,9,yes
870,TOYOTA FJ Cruiser,4.0,6,Auto-L5,2WD,Gasoline,SUV,6,16,20,18,5,no
871,TOYOTA FJ Cruiser,4.0,6,Man-6,4WD,Gasoline,SUV,6,15,18,16,4,no
872,TOYOTA FJ Cruiser,4.0,6,Auto-L5,4WD,Gasoline,SUV,6,16,20,17,4,no
873,TOYOTA Highlander,3.5,6,Auto-S5,2WD,Gasoline,SUV,7,18,24,20,6,yes
874,TOYOTA Highlander,3.5,6,Auto-S5,4WD,Gasoline,SUV,7,17,23,19,5,no
875,TOYOTA Highlander Hybrid,3.3,6,Auto-AV,4WD,Gasoline,SUV,9,27,25,26,8,yes
876,TOYOTA Land Cruiser,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13,18,15,3,no
877,TOYOTA Matrix,1.8,4,Auto-L4,2WD,Gasoline,station wagon,7,25,31,27,8,yes
878,TOYOTA Matrix,1.8,4,Man-5,2WD,Gasoline,station wagon,7,26,33,29,8,yes
879,TOYOTA Prius,1.5,4,Auto-AV,2WD,Gasoline,midsize car,9.5,48,45,46,10,yes
880,TOYOTA RAV4,2.4,4,Auto-L4,2WD,Gasoline,SUV,7,21,27,24,7,yes
881,TOYOTA RAV4,2.4,4,Auto-L4,4WD,Gasoline,SUV,7,20,25,22,6,yes
882,TOYOTA RAV4,3.5,6,Auto-L5,2WD,Gasoline,SUV,7,19,27,22,6,yes
883,TOYOTA RAV4,3.5,6,Auto-L5,4WD,Gasoline,SUV,7,19,26,21,6,yes
884,TOYOTA Scion TC,2.4,4,Man-5,2WD,Gasoline,small car,7,20,27,23,7,yes
885,TOYOTA Scion TC,2.4,4,Auto-L4,2WD,Gasoline,small car,7,21,29,24,7,yes
886,TOYOTA Scion XB,2.4,4,Auto-S4,2WD,Gasoline,station wagon,7,22,28,24,7,yes
887,TOYOTA Scion XB,2.4,4,Man-5,2WD,Gasoline,station wagon,7,22,28,24,7,yes
888,TOYOTA Scion XD,1.8,4,Auto-L4,2WD,Gasoline,small car,6,26,32,28,8,yes
889,TOYOTA Scion XD,1.8,4,Man-5,2WD,Gasoline,small car,6,27,33,29,8,yes
890,TOYOTA Sequoia,4.7,8,Auto-S5,2WD,Gasoline,SUV,7,14,17,15,3,no
891,TOYOTA Sequoia,4.7,8,Auto-S5,4WD,Gasoline,SUV,7,13,16,14,2,no
892,TOYOTA Sequoia,5.7,8,Auto-S6,2WD,Gasoline,SUV,7,14,19,15,3,no
893,TOYOTA Sequoia,5.7,8,Auto-S6,4WD,Gasoline,SUV,7,13,18,15,3,no
894,TOYOTA Sienna,3.5,6,Auto-L5,2WD,Gasoline,minivan,7,17,23,19,5,no
895,TOYOTA Sienna,3.5,6,Auto-L5,4WD,Gasoline,minivan,7,16,21,18,5,no
896,TOYOTA Solara,2.4,4,Man-5,2WD,Gasoline,small car,7,21,31,25,7,yes
897,TOYOTA Solara,2.4,4,Auto-S5,2WD,Gasoline,small car,7,22,31,25,7,yes
898,TOYOTA Solara,3.3,6,Auto-S5,2WD,Gasoline,small car,7,18,27,21,6,yes
899,TOYOTA Solara Convertible,3.3,6,Auto-S5,2WD,Gasoline,small car,7,18,26,21,6,yes
900,TOYOTA Tacoma,2.7,4,Auto-L4,2WD,Gasoline,pickup,6,19,25,21,6,no
901,TOYOTA Tacoma,2.7,4,Man-5,2WD,Gasoline,pickup,6,20,25,22,6,no
902,TOYOTA Tacoma,2.7,4,Man-5,4WD,Gasoline,pickup,6,17,22,19,5,no
903,TOYOTA Tacoma,4.0,6,Man-6,2WD,Gasoline,pickup,6,15,19,17,4,no
904,TOYOTA Tacoma,4.0,6,Auto-L5,2WD,Gasoline,pickup,6,16,20,18,5,no
905,TOYOTA Tacoma,4.0,6,Man-6,4WD,Gasoline,pickup,6,15,18,16,4,no
906,TOYOTA Tacoma,4.0,6,Auto-L5,4WD,Gasoline,pickup,6,16,20,18,5,no
907,TOYOTA Tundra,4.7,8,Auto-S5,2WD,Gasoline,pickup,7,14,17,15,3,no
908,TOYOTA Tundra,4.7,8,Auto-S5,4WD,Gasoline,pickup,7,13,16,15,3,no
909,TOYOTA Tundra,5.7,8,Auto-S6,2WD,Gasoline,pickup,7,14,18,16,4,no
910,TOYOTA Tundra,5.7,8,Auto-S6,4WD,Gasoline,pickup,7,13,17,14,2,no
911,TOYOTA Tundra,4.0,6,Auto-S5,2WD,Gasoline,pickup,6,15,19,17,4,no
912,TOYOTA Yaris,1.5,4,Auto-L4,2WD,Gasoline,small car,7,29,35,31,9,yes
913,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,7,29,36,32,9,yes
914,VOLKSWAGEN Eos,2.0,4,Man-6,2WD,Gasoline,small car,7,21,29,24,7,yes
915,VOLKSWAGEN Eos,2.0,4,Auto-S6,2WD,Gasoline,small car,7,21,30,24,7,yes
916,VOLKSWAGEN Eos,3.2,6,Auto-S6,2WD,Gasoline,small car,6,19,26,22,6,no
917,VOLKSWAGEN GTI,2.0,4,Man-6,2WD,Gasoline,small car,7,21,29,24,7,yes
918,VOLKSWAGEN GTI,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22,29,25,7,yes
919,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,9.5,21,29,24,7,yes
920,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21,29,24,7,yes
921,VOLKSWAGEN Jetta,2.0,4,Man-6,2WD,Gasoline,small car,7,21,29,24,7,yes
922,VOLKSWAGEN Jetta,2.0,4,Auto-S6,2WD,Gasoline,small car,7,22,29,25,7,yes
923,VOLKSWAGEN Jetta,2.5,5,Man-5,2WD,Gasoline,small car,7,21,29,24,7,yes
924,VOLKSWAGEN Jetta,2.5,5,Auto-S6,2WD,Gasoline,small car,7,21,29,24,7,yes
925,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,9.5,21,29,24,7,yes
926,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,9.5,21,29,24,7,yes
927,VOLKSWAGEN Jetta Wagon,2.5,5,Man-5,2WD,Gasoline,station wagon,7,21,29,24,7,yes
928,VOLKSWAGEN Jetta Wagon,2.5,5,Auto-S6,2WD,Gasoline,station wagon,7,21,29,24,7,yes
929,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
930,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20,29,23,7,yes
931,VOLKSWAGEN New Beetle,2.5,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
932,VOLKSWAGEN New Beetle,2.5,5,Auto-S6,2WD,Gasoline,small car,7,20,29,23,7,yes
933,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,20,28,23,7,yes
934,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
935,VOLKSWAGEN New Beetle Convertible,2.5,5,Auto-S6,2WD,Gasoline,small car,7,20,28,23,7,yes
936,VOLKSWAGEN New Beetle Convertible,2.5,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
937,VOLKSWAGEN Passat,2.0,4,Auto-S6,2WD,Gasoline,midsize car,7,19,28,22,6,yes
938,VOLKSWAGEN Passat,2.0,4,Man-6,2WD,Gasoline,midsize car,7,21,29,24,7,yes
939,VOLKSWAGEN Passat,3.6,6,Auto-S6,4WD,Gasoline,midsize car,6,16,24,19,5,no
940,VOLKSWAGEN Passat,3.6,6,Auto-S6,2WD,Gasoline,midsize car,6,17,26,20,6,no
941,VOLKSWAGEN Passat Wagon,2.0,4,Auto-S6,2WD,Gasoline,station wagon,7,20,28,23,7,yes
942,VOLKSWAGEN Passat Wagon,2.0,4,Man-6,2WD,Gasoline,station wagon,7,21,29,24,7,yes
943,VOLKSWAGEN Passat Wagon,3.6,6,Auto-S6,4WD,Gasoline,station wagon,6,16,24,19,5,no
944,VOLKSWAGEN R32,3.2,6,Auto-S6,4WD,Gasoline,small car,6,18,23,20,6,no
945,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,9.5,21,29,24,7,yes
946,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,9.5,22,29,24,7,yes
947,VOLKSWAGEN Rabbit,2.5,5,Auto-S6,2WD,Gasoline,small car,7,21,29,24,7,yes
948,VOLKSWAGEN Rabbit,2.5,5,Man-5,2WD,Gasoline,small car,7,22,29,24,7,yes
949,VOLKSWAGEN Touareg,3.6,6,Auto-S6,4WD,Gasoline,SUV,6,14,20,16,4,no
950,VOLKSWAGEN Touareg,4.2,8,Auto-S6,4WD,Gasoline,SUV,6,12,17,14,2,no
951,VOLVO C30,2.4,5,Auto-S5,2WD,Gasoline,small car,7,20,28,23,7,yes
952,VOLVO C30,2.4,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
953,VOLVO C30,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19,27,22,6,yes
954,VOLVO C30,2.5,5,Man-6,2WD,Gasoline,small car,7,19,28,23,7,yes
955,VOLVO C70 Convertible,2.5,5,Auto-S5,2WD,Gasoline,small car,7,18,26,21,6,yes
956,VOLVO C70 Convertible,2.5,5,Man-6,2WD,Gasoline,small car,7,18,27,21,6,yes
957,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,9.5,20,28,23,7,yes
958,VOLVO S40,2.4,5,Auto-S5,2WD,Gasoline,small car,7,20,28,23,7,yes
959,VOLVO S40,2.4,5,Man-5,2WD,Gasoline,small car,7,20,28,23,7,yes
960,VOLVO S40,2.5,5,Man-6,4WD,Gasoline,small car,7,17,25,20,6,yes
961,VOLVO S40,2.5,5,Auto-S5,4WD,Gasoline,small car,7,18,26,21,6,yes
962,VOLVO S40,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19,27,22,6,yes
963,VOLVO S40,2.5,5,Man-6,2WD,Gasoline,small car,7,19,28,23,7,yes
964,VOLVO S60,2.5,5,Auto-L5,4WD,Gasoline,small car,7,17,26,21,6,yes
965,VOLVO S60,2.5,5,Auto-S5,4WD,Gasoline,small car,7,18,26,21,6,yes
966,VOLVO S60,2.5,5,Auto-L5,2WD,Gasoline,small car,7,19,27,22,6,yes
967,VOLVO S60,2.5,5,Auto-S5,2WD,Gasoline,small car,7,19,27,22,6,yes
968,VOLVO S60,2.4,5,Auto-S5,2WD,Gasoline,small car,6,18,26,21,6,no
969,VOLVO S60,2.4,5,Man-6,2WD,Gasoline,small car,6,18,26,21,6,no
970,VOLVO S80,3.0,6,Auto-S6,4WD,Gasoline,midsize car,7,15,23,18,5,no
971,VOLVO S80,3.2,6,Auto-S6,2WD,Gasoline,midsize car,7,16,24,19,5,no
972,VOLVO S80,3.2,6,Auto-S6,4WD,Gasoline,midsize car,7,16,24,19,5,no
973,VOLVO S80,4.4,8,Auto-S6,4WD,Gasoline,midsize car,7,15,23,18,5,no
974,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,9.5,20,28,23,7,yes
975,VOLVO V50,2.4,5,Auto-S5,2WD,Gasoline,station wagon,7,20,28,23,7,yes
976,VOLVO V50,2.4,5,Man-5,2WD,Gasoline,station wagon,7,20,28,23,7,yes
977,VOLVO V50,2.5,5,Man-6,4WD,Gasoline,station wagon,7,17,25,20,6,yes
978,VOLVO V50,2.5,5,Auto-S5,4WD,Gasoline,station wagon,7,18,26,21,6,yes
979,VOLVO V50,2.5,5,Auto-S5,2WD,Gasoline,station wagon,7,19,27,22,6,yes
980,VOLVO V50,2.5,5,Man-6,2WD,Gasoline,station wagon,7,19,28,23,7,yes
981,VOLVO V70,3.2,6,Auto-S6,2WD,Gasoline,station wagon,7,16,24,19,5,no
982,VOLVO XC 70,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,15,22,17,4,no
983,VOLVO XC 90,3.2,6,Auto-S6,2WD,Gasoline,SUV,7,14,20,16,4,no
984,VOLVO XC 90,3.2,6,Auto-S6,4WD,Gasoline,SUV,7,14,20,16,4,no
985,VOLVO XC 90,4.4,8,Auto-S6,4WD,Gasoline,SUV,7,13,19,15,3,no
