,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
523,MASERATI Ghibli,3.0,6,Auto-8,2WD,Gasoline,midsize car,1,17,24,19,3,No
524,MASERATI Ghibli S,3.0,6,Auto-8,2WD,Gasoline,midsize car,1,16,24,19,3,No
525,MASERATI Ghibli S Q4,3.0,6,Auto-8,4WD,Gasoline,midsize car,1,16,24,19,3,No
526,MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,small car,1,13,21,16,2,No
527,MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,small car,1,13,20,15,2,No
528,MASERATI Levante,3.0,8,Auto-8,4WD,Gasoline,standard SUV,1,14,20,16,2,No
529,MASERATI Levante S,3.0,8,Auto-8,4WD,Gasoline,standard SUV,1,14,19,16,2,No
530,MASERATI Quattroporte S,3.0,6,Auto-8,2WD,Gasoline,large car,1,16,23,18,3,No
531,MASERATI Quattroporte S Q4,3.0,6,Auto-8,4WD,Gasoline,large car,1,16,23,18,3,No
532,MAZDA 3,2.0,4,Man-6,2WD,Gasoline,midsize car,7,27,37,31,7,Yes
533,MAZDA 3,2.0,4,Man-6,2WD,Gasoline,small car,7,28,38,31,7,Yes
534,MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,28,37,32,7,Yes
535,MAZDA 3,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,28,37,31,7,Yes
536,MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,midsize car,7,26,35,30,7,Yes
537,MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,small car,7,27,36,30,7,Yes
538,MAZDA CX-3,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3,29,34,31,7,Yes
539,MAZDA CX-3,2.0,4,SemiAuto-6,4WD,Gasoline,small car,3,27,32,29,6,No
540,MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,22,28,24,5,No
541,MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,20,26,23,5,No
542,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,22,19,3,No
543,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,23,19,3,No
544,MERCEDES-BENZ AMG C63,4.0,8,Auto-7,2WD,Gasoline,small car,5,18,24,20,4,No
545,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,22,19,3,No
546,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5,17,23,19,3,No
547,MERCEDES-BENZ AMG C63 S,4.0,8,Auto-7,2WD,Gasoline,small car,5,18,24,20,4,No
548,MERCEDES-BENZ AMG CLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small car,3,23,30,26,5,No
549,MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,small car,3,16,22,18,3,No
550,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,midsize car,5,15,22,18,3,No
551,MERCEDES-BENZ AMG E63 S 4Matic,4.0,8,Auto-9,4WD,Gasoline,station wagon,5,16,22,18,3,No
552,MERCEDES-BENZ AMG GLA45 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,station wagon,3,22,28,25,5,No
553,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3,17,22,19,3,No
554,MERCEDES-BENZ AMG GLE 43 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3,17,23,19,3,No
555,MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,14,18,15,2,No
556,MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,14,18,15,2,No
557,MERCEDES-BENZ AMG GLS63,5.5,8,Auto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,No
558,MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5,16,21,18,3,No
559,MERCEDES-BENZ AMG GT,4.0,8,AutoMan-7,2WD,Gasoline,small car,5,16,22,18,3,No
560,MERCEDES-BENZ AMG GT S,4.0,8,AutoMan-7,2WD,Gasoline,small car,5,16,22,18,3,No
561,MERCEDES-BENZ AMG S63 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5,17,26,20,4,No
562,MERCEDES-BENZ AMG SL63,5.5,8,Auto-7,2WD,Gasoline,small car,3,16,25,19,3,No
563,MERCEDES-BENZ AMG SL65,6.0,12,Auto-7,2WD,Gasoline,small car,3,13,22,16,2,No
564,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5,22,29,25,5,No
565,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5,22,30,25,5,No
566,MERCEDES-BENZ C300,2.0,4,Auto-9,2WD,Gasoline,small car,5,24,33,27,6,No
567,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5,22,29,25,5,No
568,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5,22,30,25,5,No
569,MERCEDES-BENZ C300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small car,5,23,32,26,5,No
570,MERCEDES-BENZ CLA250,2.0,4,AutoMan-7,2WD,Gasoline,small car,5,24,37,29,6,No
571,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol/Gas,small car,5,17/24,24/32,20/27,6,No
572,MERCEDES-BENZ CLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small car,5,24,32,27,6,No
573,MERCEDES-BENZ CLS550,4.7,8,Auto-9,2WD,Gasoline,small car,3,18,26,21,4,No
574,MERCEDES-BENZ CLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,small car,3,17,25,20,4,No
575,MERCEDES-BENZ E300,2.0,4,Auto-9,2WD,Gasoline,midsize car,5,22,30,25,5,No
576,MERCEDES-BENZ E300 4Matic,2.0,4,Auto-9,4WD,Gasoline,midsize car,5,21,29,24,5,No
577,MERCEDES-BENZ GLA 250,2.0,4,AutoMan-7,2WD,Gasoline,station wagon,5,24,33,27,6,No
578,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Ethanol/Gas,small SUV,5,17/23,23/31,19/26,5,No
579,MERCEDES-BENZ GLA250 4Matic,2.0,4,AutoMan-7,4WD,Gasoline,small SUV,5,23,31,26,5,No
580,MERCEDES-BENZ GLC 300,2.0,4,Auto-9,2WD,Gasoline,small SUV,5,22,28,24,5,No
581,MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5,21,28,24,5,No
582,MERCEDES-BENZ GLC 300 4Matic,2.0,4,Auto-9,4WD,Gasoline,small SUV,5,22,27,24,5,No
583,MERCEDES-BENZ GLE350,3.5,6,Auto-7,2WD,Gasoline,standard SUV,3,18,23,20,4,No
584,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Ethanol/Gas,standard SUV,3,13/18,17/22,14/19,3,No
585,MERCEDES-BENZ GLE350 4Matic,3.5,6,Auto-7,4WD,Gasoline,standard SUV,3,18,22,19,3,No
586,MERCEDES-BENZ GLS450 4Matic,3.0,6,Auto-9,4WD,Gasoline,standard SUV,3,17,22,19,3,No
587,MERCEDES-BENZ GLS550 4Matic,4.7,8,Auto-9,4WD,Gasoline,standard SUV,3,14,19,16,2,No
588,MERCEDES-BENZ S560 4Matic,4.0,8,Auto-9,4WD,Gasoline,large car,5,17,27,21,4,No
589,MERCEDES-BENZ S560 4Matic Maybach,4.0,8,Auto-9,4WD,Gasoline,large car,5,16,25,19,3,No
590,MERCEDES-BENZ SL550,4.7,8,Auto-9,2WD,Gasoline,small car,3,17,25,20,4,No
591,MERCEDES-BENZ SLC300,2.0,4,Auto-9,2WD,Gasoline,small car,3,25,32,27,6,No
592,MINI Cooper Clubman,1.5,3,Man-6,2WD,Gasoline,midsize car,7,24,34,28,6,No
593,MINI Cooper Clubman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,7,24,32,27,6,No
594,MINI Cooper Clubman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3,22,32,26,5,No
595,MINI Cooper Clubman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,No
596,MINI Cooper Convertible,1.5,3,Man-6,2WD,Gasoline,small car,7,28,37,32,7,Yes
597,MINI Cooper Convertible,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7,27,35,30,7,Yes
598,MINI Cooper Countryman,1.5,3,Man-6,2WD,Gasoline,midsize car,3,24,34,28,6,No
599,MINI Cooper Countryman,1.5,3,SemiAuto-6,2WD,Gasoline,midsize car,3,24,32,27,6,No
600,MINI Cooper Countryman All4,1.5,3,Man-6,4WD,Gasoline,midsize car,3,22,32,26,5,No
601,MINI Cooper Countryman All4,1.5,3,SemiAuto-8,4WD,Gasoline,midsize car,3,23,30,25,5,No
602,MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7,28,37,32,7,Yes
603,MINI Cooper Hardtop,1.5,3,Man-6,2WD,Gasoline,small car,7,28,38,32,7,Yes
604,MINI Cooper Hardtop,1.5,3,SemiAuto-6,2WD,Gasoline,small car,7,27,35,30,7,Yes
605,MINI Cooper S Clubman,2.0,4,Man-6,2WD,Gasoline,midsize car,7,22,31,25,5,No
606,MINI Cooper S Clubman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7,23,32,27,6,No
607,MINI Cooper S Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7,21,30,24,5,No
608,MINI Cooper S Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7,22,31,26,5,No
609,MINI Cooper S Convertible,2.0,4,Man-6,2WD,Gasoline,small car,7,23,32,26,5,No
610,MINI Cooper S Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,25,33,28,6,No
611,MINI Cooper S Countryman,2.0,4,SemiAuto-8,2WD,Gasoline,midsize car,7,23,32,27,6,No
612,MINI Cooper S Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,7,21,31,24,5,No
613,MINI Cooper S Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,7,22,31,26,5,No
614,MINI Cooper S Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,7,23,32,26,5,No
615,MINI Cooper S Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,25,32,28,6,No
616,MINI Cooper SE Countryman All4,1.5,3,SemiAuto-6,4WD,Gasoline/Electricity,midsize car,3,28/63,27/66,27/65,9,Yes
617,MINI JCW Countryman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3,20,29,24,5,No
618,MINI JCW Countryman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3,22,30,25,5,No
619,MINI John Cooper Works Clubman All4,2.0,4,Man-6,4WD,Gasoline,midsize car,3,21,31,24,5,No
620,MINI John Cooper Works Clubman All4,2.0,4,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,No
621,MINI John Cooper Works Convertible,2.0,4,Man-6,2WD,Gasoline,small car,3,22,31,25,5,No
622,MINI John Cooper Works Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3,25,33,28,6,No
623,MINI John Cooper Works Hardtop,2.0,4,Man-6,2WD,Gasoline,small car,3,23,32,26,5,No
624,MINI John Cooper Works Hardtop,2.0,4,SemiAuto-6,2WD,Gasoline,small car,3,25,32,28,6,No
625,MITSUBISHI Mirage,1.2,3,CVT,2WD,Gasoline,small car,5,37,43,39,9,Yes
626,MITSUBISHI Mirage,1.2,3,Man-5,2WD,Gasoline,small car,5,33,41,36,8,Yes
627,MITSUBISHI Mirage G4,1.2,3,CVT,2WD,Gasoline,small car,5,35,41,37,8,Yes
628,MITSUBISHI Mirage G4,1.2,3,Man-5,2WD,Gasoline,small car,5,33,40,35,8,Yes
629,NISSAN 370Z,3.7,6,Man-6,2WD,Gasoline,small car,3,18,26,21,4,No
630,NISSAN 370Z,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3,19,26,22,4,No
631,NISSAN 370Z Roadster,3.7,6,Man-6,2WD,Gasoline,small car,3,17,24,20,4,No
632,NISSAN 370Z Roadster,3.7,6,SemiAuto-7,2WD,Gasoline,small car,3,18,25,21,4,No
633,NISSAN Armada,5.6,8,SemiAuto-7,2WD,Gasoline,standard SUV,3,14,19,16,2,No
634,NISSAN Armada,5.6,8,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,No
635,NISSAN Versa,1.6,4,Auto-4,2WD,Gasoline,small car,3,26,35,29,6,No
636,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,3,31,39,34,8,Yes
637,NISSAN Versa,1.6,4,CVT,2WD,Gasoline,small car,5,31,39,34,8,Yes
638,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,3,27,36,30,7,Yes
639,NISSAN Versa,1.6,4,Man-5,2WD,Gasoline,small car,5,27,36,30,7,Yes
640,PORSCHE 911 Carrera,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,30,25,5,No
641,PORSCHE 911 Carrera,3.0,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,No
642,PORSCHE 911 Carrera 4,3.0,6,AMS-7,4WD,Gasoline,small car,1,22,28,24,5,No
643,PORSCHE 911 Carrera 4,3.0,6,Man-7,4WD,Gasoline,small car,1,20,28,23,5,No
644,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,No
645,PORSCHE 911 Carrera 4 Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
646,PORSCHE 911 Carrera 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1,20,26,22,4,No
647,PORSCHE 911 Carrera 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,No
648,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1,20,25,22,4,No
649,PORSCHE 911 Carrera 4 GTS Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,No
650,PORSCHE 911 Carrera 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,No
651,PORSCHE 911 Carrera 4S,3.0,6,Man-7,4WD,Gasoline,small car,1,20,28,23,5,No
652,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,28,24,5,No
653,PORSCHE 911 Carrera 4S Cabriolet,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
654,PORSCHE 911 Carrera Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,No
655,PORSCHE 911 Carrera Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,No
656,PORSCHE 911 Carrera GTS,3.0,6,AMS-7,2WD,Gasoline,small car,1,20,26,23,5,No
657,PORSCHE 911 Carrera GTS,3.0,6,Man-7,2WD,Gasoline,small car,1,18,26,21,4,No
658,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1,20,26,22,4,No
659,PORSCHE 911 Carrera GTS Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1,18,26,21,4,No
660,PORSCHE 911 Carrera S,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,No
661,PORSCHE 911 Carrera S,3.0,6,Man-7,2WD,Gasoline,small car,1,20,29,23,5,No
662,PORSCHE 911 Carrera S Cabriolet,3.0,6,AMS-7,2WD,Gasoline,small car,1,22,28,24,5,No
663,PORSCHE 911 Carrera S Cabriolet,3.0,6,Man-7,2WD,Gasoline,small car,1,20,28,23,5,No
664,PORSCHE 911 Targa 4,3.0,6,AMS-7,4WD,Gasoline,small car,1,22,28,24,5,No
665,PORSCHE 911 Targa 4,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
666,PORSCHE 911 Targa 4 GTS,3.0,6,AMS-7,4WD,Gasoline,small car,1,20,26,22,4,No
667,PORSCHE 911 Targa 4 GTS,3.0,6,Man-7,4WD,Gasoline,small car,1,18,26,21,4,No
668,PORSCHE 911 Targa 4S,3.0,6,AMS-7,4WD,Gasoline,small car,1,21,27,24,5,No
669,PORSCHE 911 Targa 4S,3.0,6,Man-7,4WD,Gasoline,small car,1,19,28,22,4,No
670,PORSCHE 911 Turbo,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
671,PORSCHE 911 Turbo Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
672,PORSCHE 911 Turbo S,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
673,PORSCHE 911 Turbo S Cabriolet,3.8,6,AMS-7,4WD,Gasoline,small car,1,19,24,21,4,No
674,PORSCHE Boxster,2.0,4,AMS-7,2WD,Gasoline,small car,3,22,29,25,5,No
675,PORSCHE Boxster,2.0,4,Man-6,2WD,Gasoline,small car,3,21,28,24,5,No
676,PORSCHE Boxster S,2.5,4,AMS-7,2WD,Gasoline,small car,3,21,28,24,5,No
677,PORSCHE Boxster S,2.5,4,Man-6,2WD,Gasoline,small car,3,20,26,22,4,No
678,PORSCHE Cayenne GTS,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,16,23,19,3,No
679,PORSCHE Cayenne S,3.6,6,SemiAuto-8,4WD,Gasoline,standard SUV,3,17,24,20,4,No
680,PORSCHE Macan,2.0,4,AMS-7,4WD,Gasoline,small SUV,3,20,25,22,4,No
681,PORSCHE Macan GTS,3.0,6,AMS-7,4WD,Gasoline,small SUV,3,17,23,19,3,No
682,PORSCHE Macan S,3.0,6,AMS-7,4WD,Gasoline,small SUV,3,17,23,19,3,No
683,PORSCHE Panamera,3.0,6,AMS-8,2WD,Gasoline,large car,5,21,28,24,5,No
684,PORSCHE Panamera 4,3.0,6,AMS-8,4WD,Gasoline,large car,5,21,27,23,5,No
685,PORSCHE Panamera 4 Executive,3.0,6,AMS-8,4WD,Gasoline,large car,5,21,27,23,5,No
686,PORSCHE Panamera 4S,2.9,6,AMS-8,4WD,Gasoline,large car,5,21,28,23,5,No
687,PORSCHE Panamera 4S Executive,2.9,6,AMS-8,4WD,Gasoline,large car,5,21,28,23,5,No
688,PORSCHE Panamera Turbo,4.0,8,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No
689,PORSCHE Panamera Turbo Executive,4.0,8,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No
690,RAM 1500,5.7,8,Auto-6,4WD,Gasoline,pickup,3,13,18,14,1,No
691,RAM 1500,5.7,8,Auto-8,2WD,Gasoline,pickup,3,15,22,17,3,No
692,RAM 1500,5.7,8,Auto-8,4WD,Gasoline,pickup,3,15,21,17,3,No
693,RAM Promaster City,2.4,4,Auto-9,2WD,Gasoline,special purpose,3,21,28,24,5,No
694,SUBARU Crosstrek,2.0,4,Man-6,4WD,Gasoline,small SUV,7,23,29,25,5,No
695,SUBARU Crosstrek,2.0,4,SCV-7,4WD,Gasoline,small SUV,7,27,33,29,6,No
696,SUBARU Forester,2.0,4,SCV-8,4WD,Gasoline,small SUV,1,23,27,25,5,No
697,SUBARU Forester,2.5,4,Man-6,4WD,Gasoline,small SUV,7,22,28,24,5,No
698,SUBARU Forester,2.5,4,SCV-6,4WD,Gasoline,small SUV,7,26,32,28,6,No
699,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,midsize car,7,24,32,27,6,No
700,SUBARU Impreza,2.0,4,Man-5,4WD,Gasoline,station wagon,7,24,31,26,5,No
701,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,midsize car,7,28,38,32,7,Yes
702,SUBARU Impreza,2.0,4,SCV-7,4WD,Gasoline,station wagon,7,28,37,31,7,Yes
703,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,midsize car,7,23,31,26,5,No
704,SUBARU Impreza Sport,2.0,4,Man-5,4WD,Gasoline,station wagon,7,22,30,25,5,No
705,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,midsize car,7,27,36,30,7,Yes
706,SUBARU Impreza Sport,2.0,4,SCV-7,4WD,Gasoline,station wagon,7,27,35,30,7,Yes
707,SUBARU Legacy,2.5,4,SCV-7,4WD,Gasoline,midsize car,7,25,34,29,6,No
708,SUBARU Legacy,3.6,6,SCV-6,4WD,Gasoline,midsize car,3,20,28,23,5,No
709,SUBARU Outback,2.5,4,SCV-7,4WD,Gasoline,small SUV,7,25,32,28,6,No
710,SUBARU Outback,3.6,6,SCV-6,4WD,Gasoline,small SUV,3,20,27,22,4,No
711,SUBARU WRX,2.0,4,Man-6,4WD,Gasoline,small car,1,21,27,23,5,No
712,SUBARU WRX,2.0,4,SCV-8,4WD,Gasoline,small car,1,18,24,21,4,No
713,SUBARU WRX,2.5,4,Man-6,4WD,Gasoline,small car,1,17,22,19,3,No
714,TOYOTA 4Runner,4.0,6,SemiAuto-5,2WD,Gasoline,standard SUV,3,17,21,18,3,No
715,TOYOTA 4Runner,4.0,6,SemiAuto-5,4WD,Gasoline,standard SUV,3,17,20,18,3,No
716,TOYOTA Avalon,3.5,6,SemiAuto-6,2WD,Gasoline,midsize car,3,21,30,24,5,No
717,TOYOTA Avalon Hybrid,2.5,4,SCV-6,2WD,Gasoline,midsize car,7,40,39,40,9,Yes
718,TOYOTA C-HR,2.0,4,SCV-7,2WD,Gasoline,small car,3,27,31,29,6,No
719,TOYOTA Camry,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7,29,41,34,8,Yes
720,TOYOTA Camry,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,33,26,5,No
721,TOYOTA Camry Hybrid LE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7,51,53,52,10,Elite
722,TOYOTA Camry Hybrid XLE/SE,2.5,4,SCV-6,2WD,Gasoline,midsize car,7,44,47,46,10,Elite
723,TOYOTA Camry LE/SE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7,28,39,32,7,Yes
724,TOYOTA Camry XLE/XSE,2.5,4,SemiAuto-8,2WD,Gasoline,midsize car,7,28,39,32,7,Yes
725,TOYOTA Camry XSE,3.5,6,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No
726,TOYOTA Corolla,1.8,4,CVT,2WD,Gasoline,midsize car,3,28,36,32,7,Yes
727,TOYOTA Corolla,1.8,4,Man-6,2WD,Gasoline,midsize car,3,27,35,30,7,Yes
728,TOYOTA Corolla,1.8,4,SCV-7,2WD,Gasoline,midsize car,3,28,35,31,7,Yes
729,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5,29,38,33,8,Yes
730,TOYOTA Corolla LE Eco,1.8,4,CVT,2WD,Gasoline,midsize car,5,30,40,34,8,Yes
731,TOYOTA Corolla iM,1.8,4,Man-6,2WD,Gasoline,midsize car,5,27,35,30,7,Yes
732,TOYOTA Corolla iM,1.8,4,SCV-7,2WD,Gasoline,midsize car,5,28,36,31,7,Yes
733,TOYOTA Land Cruiser,5.7,8,SemiAuto-8,4WD,Gasoline,standard SUV,3,13,18,15,2,No
734,TOYOTA Prius c,1.5,4,CVT,2WD,Gasoline,small car,7,48,43,46,10,Elite
735,TOYOTA RAV4,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,23,29,25,5,No
736,TOYOTA RAV4,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,25,5,No
737,TOYOTA RAV4 Hybrid,2.5,4,SCV-6,4WD,Gasoline,small SUV,7,34,30,32,7,Yes
738,TOYOTA RAV4 LE/XLE,2.5,4,SemiAuto-6,2WD,Gasoline,small SUV,3,23,30,26,5,No
739,TOYOTA RAV4 Limited,2.5,4,SemiAuto-6,4WD,Gasoline,small SUV,3,22,28,24,5,No
740,TOYOTA Sequoia,5.7,8,SemiAuto-6,2WD,Gasoline,standard SUV,5,13,17,15,2,No
741,TOYOTA Sequoia,5.7,8,SemiAuto-6,4WD,Gasoline,standard SUV,5,13,17,14,1,No
742,TOYOTA Sequoia FFV,5.7,8,SemiAuto-6,4WD,Ethanol/Gas,standard SUV,5,9/13,13/17,10/14,1,No
743,TOYOTA Tundra,4.6,8,SemiAuto-6,2WD,Gasoline,pickup,3,15,19,16,2,No
744,TOYOTA Tundra,4.6,8,SemiAuto-6,4WD,Gasoline,pickup,3,14,18,16,2,No
745,TOYOTA Tundra,5.7,8,SemiAuto-6,2WD,Gasoline,pickup,5,13,18,15,2,No
746,TOYOTA Tundra,5.7,8,SemiAuto-6,4WD,Gasoline,pickup,5,13,17,14,1,No
747,TOYOTA Tundra FFV,5.7,8,SemiAuto-6,4WD,Ethanol/Gas,pickup,5,9/13,12/17,10/15,2,No
748,TOYOTA Yaris,1.5,4,Auto-4,2WD,Gasoline,small car,3,30,35,32,7,Yes
749,TOYOTA Yaris,1.5,4,Man-5,2WD,Gasoline,small car,3,30,36,33,8,Yes
750,VOLKSWAGEN Beetle,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,26,33,29,6,No
751,VOLKSWAGEN Beetle Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,26,33,29,6,No
752,VOLKSWAGEN Beetle Dune,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,26,34,29,6,No
753,VOLKSWAGEN Beetle Dune Convertible,2.0,4,SemiAuto-6,2WD,Gasoline,small car,7,26,34,29,6,No
754,VOLKSWAGEN Golf R,2.0,4,AMS-7,4WD,Gasoline,small car,3,22,29,25,5,No
755,VOLKSWAGEN Golf R,2.0,4,Man-6,4WD,Gasoline,small car,3,21,29,24,5,No
756,VOLKSWAGEN Jetta,1.4,4,Man-5,2WD,Gasoline,small car,3,28,40,33,8,Yes
757,VOLKSWAGEN Jetta,1.4,4,SemiAuto-6,2WD,Gasoline,small car,5,28,38,32,7,Yes
758,VOLKSWAGEN Jetta,1.8,4,SemiAuto-6,2WD,Gasoline,small car,7,24,33,28,6,No
759,VOLKSWAGEN Jetta,2.0,4,AMS-6,2WD,Gasoline,small car,7,24,33,27,6,No
760,VOLKSWAGEN Passat,2.0,4,SemiAuto-6,2WD,Gasoline,midsize car,7,25,36,29,6,No
761,VOLKSWAGEN Tiguan,2.0,4,SemiAuto-8,2WD,Gasoline,small SUV,7,22,27,24,5,No
762,VOLKSWAGEN Tiguan 4Motion,2.0,4,SemiAuto-8,4WD,Gasoline,small SUV,7,21,27,23,5,No
763,VOLVO Atlas,3.6,6,SemiAuto-8,2WD,Gasoline,small SUV,5,18,25,20,4,No
764,VOLVO Atlas 4Motion,3.6,6,SemiAuto-8,4WD,Gasoline,small SUV,5,17,23,19,3,No
765,VOLVO S60,2.0,4,SemiAuto-8,2WD,Gasoline,small car,7,25,36,29,6,No
766,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3,22,32,26,5,No
767,VOLVO S60,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3,22,33,26,5,No
768,VOLVO S60 CC,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3,22,30,25,5,No
769,VOLVO S60 Inscription,2.0,4,SemiAuto-8,2WD,Gasoline,small car,3,25,36,29,6,No
770,VOLVO S60 Inscription,2.0,4,SemiAuto-8,4WD,Gasoline,small car,3,22,33,26,5,No
